,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6286,7,Williams Rue,Dylan,Doyle,52,None,Single,Male,Broadcast presenter,None,Christian
6287,8,Williams Rue,Hugh,Godfrey,63,Head,Married,Male,Musician,None,Catholic
6288,8,Williams Rue,Naomi,Godfrey,61,Wife,Married,Female,"Loss adjuster, chartered",None,Catholic
6289,8,Williams Rue,Nicole,Ahmed-Godfrey,16,Daughter,NA,Female,Student,None,NA
6290,9,Williams Rue,Carly,Davies,48,Head,Divorced,Female,Unemployed,None,None
6291,9,Williams Rue,Jonathan,Davies,11,Son,NA,Male,Student,None,NA
6292,9,Williams Rue,Stanley,Davies,7,Son,NA,Male,Student,None,NA
6293,9,Williams Rue,Charles,Davies,4,Son,NA,male,Child,None,NA
6294,10,Williams Rue,Chelsea,Burgess,74,Head,Single,Female,Unemployed,None,None
6295,NA,Williams Rue,Elizabeth,Burgess,40,Daughter,Single,Female,Tourist information centre manager,None,None
6296,10,Williams Rue,Mohammad,Williams-Burgess,36,Son,Single,Male,"Journalist, magazine",None,None
6297,10,Williams Rue,Teresa,Williams-Burgess,35,Daughter,Single,Female,Early years teacher,None,None
6298,11,Williams Rue,Melanie,Smith,33,Head,Married,Female,Herpetologist,None,Christian
6299,11,Williams Rue,Russell,Smith,37,Husband,Married,Male,"Research officer, trade union",None,None
6300,11,Williams Rue,Harriet,Smith,7,Daughter,NA,Female,Student,None,NA
6301,11,Williams Rue,Jennifer,Smith,2,Daughter,NA,Female,Child,None,NA
6302,12,Williams Rue,Martin,Dunn,48,Head,Single,Male,IT trainer,None,Catholic
6303,13,Williams Rue,Nicole,John,52,Head,Single,Female,Unemployed,None,Christian
6304,13,Williams Rue,Joseph,Evans,33,None,Single,Male,Dancer,None,Sikh
6305,13,Williams Rue,Ann,Black,41,None,Single,Female,Music tutor,None,None
6306,13,Williams Rue,Bethany,Bowen,56,None,Single,NA,Astronomer,None,Christian
6307,14,Williams Rue,Louise,Gardiner,61,Head,Divorced,Female,Glass blower/designer,None,None
6308,14,Williams Rue,Colin,Gardiner,30,Son,Single,male,Marketing executive,None,None
6309,14,Williams Rue,Dylan,Gardiner,25,Son,Single,Male,Unemployed,None,None
6310,14,Williams Rue,Joel,Gardiner,25,Son,Single,Male,"Engineer, civil (contracting)",None,None
6311,15,Williams Rue,Catherine,Wright,50,Head,Divorced,Female,Unemployed,None,Catholic
6312,15,Williams Rue,Derek,Wright,9,Son,NA,Male,Student,None,NA
6313,15,Williams Rue,Kate,Wright,9,Daughter,NA,Female,Student,None,NA
6314,15,Williams Rue,Anne,Wright,5,Daughter,NA,Female,Student,None,NA
6315,16,Williams Rue,Maurice,Hughes,33,Head,Married,Male,"Surveyor, mining",None,Catholic
6316,16,Williams Rue,Lauren,Hughes,27,Wife,Married,Female,Midwife,None,Catholic
6317,16,Williams Rue,Sophie,Hughes,3,Daughter,NA,Female,Child,None,NA
6318,16,Williams Rue,Holly,Hughes,0,Daughter,NA,Female,Child,None,NA
6319,16,Williams Rue,Christian,Nicholls,53,Lodger,Widowed,Male,"Education officer, community",None,None
6320,17,Williams Rue,Eleanor,Kay,32,Head,Single,Female,Unemployed,None,Muslim
6321,17,Williams Rue,Ryan,Kay,11,Son,NA,Male,Student,None,NA
6322,17,Williams Rue,Timothy,Kay,9,Son,NA,Male,Student,None,NA
6323,17,Williams Rue,Frances,Kay,2,Daughter,NA,Female,Child,None,NA
6324,17,Williams Rue,Alexander,Kay,0,Son,NA,Male,Child,None,NA
6325,17,Williams Rue,Lewis,Singh,26,Lodger,Single,Male,Legal secretary,None,None
6326,18,Williams Rue,Brian,Walker,84,Head,Single,m,"Retired Buyer, retail",None,Methodist
6327,19,Williams Rue,Amanda,Barker,33,Head,Single,Female,"Programmer, applications",None,None
6328,19,Williams Rue,David,Ryan,35,Partner,Single,Male,"Surveyor, minerals",None,None
6329,19,Williams Rue,Jayne,Barker,1,Daughter,NA,Female,Child,None,NA
6330,19,Williams Rue,Craig,Barker,1,Son,NA,Male,Child,None,NA
6331,20,Williams Rue,Judith,Stevens,42,Head,Married,Female,Sports development officer,None,None
6332,20,Williams Rue,Barry,Stevens,42,Husband,Married,Male,"Pilot, airline",None,None
6333,20,Williams Rue,Joanne,Stevens,22,Daughter,Single,Female,University Student,None,None
6334,20,Williams Rue,Geoffrey,Stevens,16,Son,NA,Male,Student,None,NA
6335,20,Williams Rue,Elaine,Stevens,15,Daughter,NA,Female,Student,None,NA
6336,20,Williams Rue,Brett,Stevens,14,Son,NA,Male,Student,None,NA
6337,21,Williams Rue,Dawn,Field,54,Head,Married,f,Toxicologist,None,Christian
6338,21,Williams Rue,Arthur,Field,55,Husband,Married,Male,TEFL teacher,None,None
6339,21,Williams Rue,Jonathan,Field,22,Son,Single,Male,University Student,None,Christian
6340,21,Williams Rue,Emma,Field,10,Daughter,NA,Female,Student,None,NA
6341,22,Williams Rue,Gillian,Coates,32,Head,Married,Female,Event organiser,None,Christian
6342,22,Williams Rue,Steven,Coates,40,Husband,Married,Male,Unemployed,None,None
6343,22,Williams Rue,Marian,Coates,5,Daughter,NA,f,Student,None,NA
6344,22,Williams Rue,Jacqueline,Coates,4,Daughter,NA,Female,Child,None,NA
6345,22,Williams Rue,Heather,Coates,2,Daughter,NA,Female,Child,None,NA
6346,22,Williams Rue,Geraldine,Coates,0,Daughter,NA,Female,Child,None,NA
6347,23,Williams Rue,Tom,Wheeler,70,Head,Divorced,Male,Retired Tax inspector,None,None
6348,24,Williams Rue,Annette,Martin,60,Head,Married,Female,Community development worker,None,Christian
6349,24,Williams Rue,NA,Martin,64,Husband,Married,Male,"Engineer, petroleum",None,Christian
6350,24,Williams Rue,Sam,Martin,16,Son,NA,Male,Student,None,NA
6351,25,Williams Rue,Nicole,Davies,76,Head,Widowed,Female,"Retired Designer, exhibition/display",None,Christian
6352,26,Williams Rue,Ricky,Brown,64,Head,Married,Male,Aeronautical engineer,None,Methodist
6353,26,Williams Rue,Elaine,Brown,59,Wife,Married,Female,"Administrator, education",None,Methodist
6354,27,Williams Rue,Kate,Hill,39,Head,Single,Female,Tree surgeon,None,None
6355,27,Williams Rue,Dean,Dickinson,41,Partner,Single,Male,Conference centre manager,None,None
6356,27,Williams Rue,NA,Hill,12,Daughter,NA,Female,Student,None,NA
6357,28,Williams Rue,Tina,Davies,38,Head,Divorced,Female,Audiological scientist,None,Christian
6358,29,Williams Rue,Rebecca,Gregory,32,Head,Single,Female,Unemployed,None,Methodist
6359,29,Williams Rue,Victor,Gregory,1,Son,NA,male,Child,None,NA
6360,30,Williams Rue,Albert,Wilson,20,Head,Single,Male,University Student,None,None
6361,30,Williams Rue,Callum,Hopkins,21,None,Single,Male,University Student,None,Methodist
6362,30,Williams Rue,Frank,Ross,21,None,Single,Male,University Student,None,Muslim
6363,30,Williams Rue,Alexander,Stevens,19,None,Single,Male,University Student,None,Catholic
6364,30,Williams Rue,Geraldine,Richards,20,None,Single,Female,University Student,None,Jewish
6365,31,Williams Rue,Heather,Miles,47,Head,Married,Female,"Restaurant manager, fast food",None,None
6366,NA,Williams Rue,Christian,Miles,45,Husband,Married,Male,"Journalist, newspaper",None,None
6367,31,Williams Rue,Teresa,Miles,25,Daughter,Single,Female,Ambulance person,None,None
6368,31,Williams Rue,Anne,Miles,14,Daughter,NA,Female,Student,None,NA
6369,32,Williams Rue,Olivia,Morgan,43,Head,Married,Female,"Producer, radio",None,None
6370,32,Williams Rue,Denis,Morgan,43,Husband,Married,Male,Broadcast presenter,None,None
6371,32,Williams Rue,Patrick,Morgan,11,Son,NA,Male,Student,None,NA
6372,32,Williams Rue,Carole,Morgan,10,Daughter,NA,Female,Student,None,NA
6373,33,Williams Rue,Beverley,Patel,58,Head,Single,Female,Comptroller,None,Christian
6374,33,Williams Rue,Stanley,Patel,45,None,Single,Male,Travel agency manager,None,Catholic
6375,33,Williams Rue,Jordan,Davis,32,None,Single,Male,Commissioning editor,None,Catholic
6376,33,NA,NA,Palmer,22,None,Single,Female,University Student,None,Catholic
6377,34,Williams Rue,Jayne,White,39,Head,Married,Female,Tax inspector,None,None
6378,34,Williams Rue,Tom,White,43,Husband,Married,Male,Academic librarian,None,None
6379,34,Williams Rue,Louis,White,10,Son,NA,male,Student,None,NA
6380,35,Williams Rue,Rosie,Dennis,37,Head,Married,Female,Arboriculturist,None,NA
6381,35,Williams Rue,Graham,Dennis,38,Husband,Married,Male,"Horticulturist, amenity",None,None
6382,35,Williams Rue,Hannah,Dennis,10,Daughter,NA,Female,Student,None,NA
6383,36,Williams Rue,Eric,Woods,63,Head,Divorced,Male,Museum/gallery exhibitions officer,None,None
6384,36,Williams Rue,Bethany,Woods,10,Granddaughter,NA,Female,Student,None,NA
6385,36,Williams Rue,Margaret,Robinson,9,Granddaughter,NA,Female,Student,None,NA
6386,36,Williams Rue,Olivia,Robinson,7,Granddaughter,NA,Female,Student,None,NA
6387,36,Williams Rue,Karen,Patterson,3,Granddaughter,NA,Female,Child,None,NA
6388,36,Williams Rue,Jeffrey,Patterson,0,Grandson,NA,Male,Child,Unknown Infection,NA
6389,1,Canary Avenue,Megan,Wilson,29,Head,Divorced,Female,Clinical psychologist,None,Muslim
6390,1,Canary Avenue,Anthony,Wilson,1,Son,NA,Male,Child,None,NA
6391,1,Canary Avenue,Anthony,Wilson,0,Son,NA,Male,Child,None,NA
6392,2,Canary Avenue,Steven,Bailey,34,Head,Divorced,m,"Psychotherapist, child",None,Catholic
6393,3,Canary Avenue,Darren,Butcher,56,Head,Married,Male,Chief Marketing Officer,None,None
6394,3,Canary Avenue,Beverley,Butcher,54,Wife,Married,Female,Youth worker,None,None
6395,4,Canary Avenue,Catherine,Wood,40,Head,Single,Female,Community pharmacist,None,Christian
6396,5,Canary Avenue,Jacob,Reeves,25,Head,Single,Male,PhD Student,None,Muslim
6397,5,NA,Declan,Clark,22,None,Single,Male,University Student,None,None
6398,5,Canary Avenue,Abdul,Russell,19,None,Single,Male,University Student,None,None
6399,6,Canary Avenue,Alexandra,Phillips,32,Head,Widowed,Female,"Designer, fashion/clothing",None,None
6400,7,Canary Avenue,Fiona,Welch,61,Head,Single,Female,Broadcast engineer,None,Christian
6401,8,Canary Avenue,Eileen,Stanley,34,Head,Divorced,Female,Pensions consultant,None,None
6402,8,Canary Avenue,Kathryn,Stanley,5,Daughter,NA,Female,Student,None,NA
6403,9,Canary Avenue,Adam,Thompson,59,Head,Divorced,Male,Unemployed,None,Christian
6404,10,Canary Avenue,Russell,Morris,53,Head,Single,male,Advice worker,None,Methodist
6405,11,Canary Avenue,Darren,Harvey,62,Head,Single,Male,Call centre manager,None,None
6406,11,Canary Avenue,Emma,Harvey,38,Daughter,Single,Female,Electronics engineer,None,None
6407,11,Canary Avenue,Mohamed,Harvey,36,Son,Widowed,Male,Phytotherapist,None,None
6408,12,Canary Avenue,Jenna,Cook,32,Head,Widowed,Female,Colour technologist,None,Methodist
6409,13,Canary Avenue,Thomas,Turner,63,Head,Single,Male,"Scientist, research (medical)",None,Christian
6410,14,Canary Avenue,Karl,Wood,87,Head,Married,Male,Unemployed,None,Christian
6411,14,Canary Avenue,Angela,Wood,82,Wife,Married,Female,Retired Information systems manager,None,Christian
6412,15,Canary Avenue,Jordan,Hooper,42,Head,Divorced,Male,"Nurse, mental health",None,None
6413,16,Canary Avenue,Kevin,Dean,59,Head,Single,Male,Paediatric nurse,None,None
6414,17,Canary Avenue,Ben,Barker,63,Head,Divorced,male,Radiation protection practitioner,None,None
6415,18,Canary Avenue,Wayne,James,79,Head,Married,Male,Retired Hydrologist,None,Christian
6416,18,Canary Avenue,Irene,James,77,Wife,Married,Female,Retired Actuary,None,Christian
6417,19,Canary Avenue,Nathan,Hill,22,Head,Single,Male,University Student,None,None
6418,19,Canary Avenue,Anthony,Brennan,22,None,Single,Male,University Student,None,None
6419,19,Canary Avenue,Carly,Reed,19,None,Single,Female,University Student,None,Catholic
6420,20,Canary Avenue,Dominic,Middleton,33,Head,Single,Male,Local government officer,None,Catholic
6421,21,Canary Avenue,Katy,Carroll,45,Head,Married,F,Hotel manager,None,None
6422,21,Canary Avenue,Julian,Carroll,47,Husband,Married,Male,Unemployed,None,None
6423,21,Canary Avenue,Derek,Carroll,17,Son,NA,Male,Student,None,NA
6424,22,Canary Avenue,Colin,Robinson,32,Head,Single,Male,Health promotion specialist,None,Muslim
6425,23,Canary Avenue,Kimberley,Freeman,35,Head,Single,Female,Unemployed,None,Christian
6426,23,Canary Avenue,Lorraine,Freeman,7,Daughter,NA,Female,Student,None,NA
6427,24,Canary Avenue,Gemma,Brown,62,Head,Divorced,Female,Photographer,None,Christian
6428,25,Canary Avenue,Pauline,Wright,63,Head,Single,Female,Unemployed,None,Christian
6429,25,Canary Avenue,Geoffrey,Evans,63,Partner,Single,Male,Community education officer,None,Christian
6430,26,Canary Avenue,Irene,Thompson,31,Head,Married,Female,Forest/woodland manager,None,None
6431,26,Canary Avenue,Carl,Thompson,32,Husband,Married,Male,Public house manager,None,None
6432,26,Canary Avenue,Adam,Thompson,14,Son,NA,Male,Student,None,NA
6433,27,Canary Avenue,Judith,Edwards,37,Head,Single,Female,"Administrator, charities/voluntary organisations",None,Catholic
6434,27,Canary Avenue,Julian,Carr,39,Partner,Single,Male,Unemployed,None,None
6435,28,Canary Avenue,Karen,Davies,33,Head,Single,Female,"Psychotherapist, child",None,Christian
6436,29,Canary Avenue,Holly,Jones,22,Head,Single,Female,University Student,None,None
6437,30,Canary Avenue,Paige,Cunningham,44,Head,Single,Female,Higher education lecturer,None,None
6438,30,Canary Avenue,Joel,Noble,33,None,Single,Male,"Merchandiser, retail",None,None
6439,31,Canary Avenue,Dominic,Bennett,54,Head,Divorced,Male,Facilities manager,None,Catholic
6440,32,Canary Avenue,Russell,Barrett,57,Head,Divorced,Male,Furniture designer,None,Christian
6441,33,Canary Avenue,Carl,Bradley,35,Head,Single,Male,"Engineer, mining",None,Catholic
6442,34,Canary Avenue,Fiona,Ryan,79,Head,Married,Female,"Retired Journalist, magazine",None,Catholic
6443,34,Canary Avenue,Stuart,Ryan,81,Husband,Married,Male,"Retired Clinical scientist, histocompatibility and immunogenetics",None,Catholic
6444,35,Canary Avenue,Harriet,Collins,36,Head,Single,Female,Illustrator,None,Catholic
6445,35,Canary Avenue,Mark,Watkins,50,None,Single,Male,"Scientist, marine",None,Christian
6446,35,Canary Avenue,William,Kemp,52,None,Single,Male,Warehouse manager,None,Christian
6447,35,Canary Avenue,Amanda,Johnson,61,None,Single,Female,Plant breeder/geneticist,None,Christian
6448,36,Canary Avenue,Cameron,Rogers,52,Head,Divorced,Male,Structural engineer,None,Catholic
6449,36,Canary Avenue,Charles,Anderson,14,Step-Son,NA,Male,Student,None,NA
6450,36,Canary Avenue,Elizabeth,Anderson,9,Step-Daughter,NA,Female,Student,None,NA
6451,37,Canary Avenue,Rhys,Hughes,62,Head,Divorced,Male,Chartered legal executive (England and Wales),None,Christian
6452,38,Canary Avenue,Rosemary,Wheeler,73,Head,Single,Female,"Retired Optician, dispensing",None,Christian
6453,39,Canary Avenue,Julie,Thomas,54,Head,Divorced,Female,"Engineer, water",None,None
6454,40,Canary Avenue,Julian,Poole,65,Head,Divorced,Male,Insurance underwriter,None,None
6455,41,Canary Avenue,Molly,Dodd,52,Head,Single,Female,Unemployed,None,Methodist
6456,42,Canary Avenue,Eleanor,Parsons,71,Head,Widowed,Female,Unemployed,None,Christian
6457,43,Canary Avenue,Maria,Walton,25,Head,Divorced,Female,Jewellery designer,None,None
6458,44,Canary Avenue,Ian,Dale,79,Head,Married,Male,Retired Building control surveyor,None,Methodist
6459,44,Canary Avenue,Lorraine,Dale,79,Wife,Married,Female,Retired Art therapist,None,Methodist
6460,45,Canary Avenue,Gregory,Hurst,79,Head,Widowed,Male,"Retired Scientist, forensic",None,Jewish
6461,46,Canary Avenue,Paige,Lawrence,52,Head,Single,Female,"Designer, television/film set",None,Christian
6462,47,Canary Avenue,Karen,Page,82,Head,Divorced,Female,Retired Herbalist,None,None
6463,48,Canary Avenue,Joanna,Young,54,Head,Divorced,Female,Company secretary,None,Methodist
6464,49,Canary Avenue,Gary,Mason,40,Head,Single,Male,"Designer, blown glass/stained glass",None,None
6465,50,Canary Avenue,Karen,Noble,21,Head,Single,Female,University Student,None,Methodist
6466,51,Canary Avenue,Charles,Williams,27,Head,Single,Male,Camera operator,None,Sikh
6467,52,Canary Avenue,Mary,Webb,37,Head,Divorced,Female,Sport and exercise psychologist,None,None
6468,53,Canary Avenue,Richard,Wilson,50,Head,Married,Male,"Nurse, mental health",None,Catholic
6469,53,Canary Avenue,Katie,Wilson,53,Wife,Married,Female,Unemployed,None,Catholic
6470,54,Canary Avenue,Ellie,Shaw,33,Head,Divorced,Female,Acupuncturist,None,Methodist
6471,54,Canary Avenue,Samantha,Shaw,0,Daughter,NA,Female,Child,None,NA
6472,55,Canary Avenue,Marie,Knight,45,Head,Single,Female,Special educational needs teacher,None,Catholic
6473,55,Canary Avenue,Roy,Knight,26,Son,Divorced,Male,Commercial horticulturist,None,Catholic
6474,56,Canary Avenue,Roy,Bishop,23,Head,Married,Male,Magazine journalist,None,Muslim
6475,56,Canary Avenue,Joanne,Bishop,19,Wife,Married,Female,University Student,None,Muslim
6476,57,Canary Avenue,Ronald,Chambers,39,Head,Single,Male,Training and development officer,None,None
6477,57,Canary Avenue,Keith,Duffy,9,Son,NA,Male,Student,None,NA
6478,58,Canary Avenue,Damian,Fisher,24,Head,Single,Male,Unemployed,None,Catholic
6479,1,Jones Trail,Rita,Bradley,32,Head,Divorced,Female,Unemployed,None,None
6480,1,Jones Trail,Tracey,Bradley,11,Daughter,NA,Female,Student,None,NA
6481,2,Jones Trail,Elizabeth,Lee,45,Head,Divorced,Female,Water engineer,None,Catholic
6482,2,Jones Trail,Glen,Lee,7,Son,NA,Male,Student, ,NA
6483,2,Jones Trail,Benjamin,Lee,3,Son,NA,Male,Child,None,NA
6484,3,Jones Trail,Shirley,Harris,62,Head,Single,Female,"Therapist, art",None,Christian
6485,3,Jones Trail,Philip,Read,35,None,Single,male,Theatre manager,None,None
6486,4,Jones Trail,Gemma,Preston,79,Head,Single,Female,"Retired Designer, multimedia",None,Christian
6487,1,Parkinson Mountain,Helen,Wright,28,Head,Single,Female,"Designer, multimedia",None,Christian
6488,1,NA,Ben,West,25,Partner,Single,Male,Race relations officer,None,Christian
6489,2,Parkinson Mountain,Martyn,Allen,62,Head,Single,Male,"Journalist, magazine",None,Methodist
6490,3,Parkinson Mountain,Irene,King,81,Head,Widowed,Female,Unemployed,None,None
6491,4,Parkinson Mountain,Duncan,Murray,49,Head,Single,Male,Barrister,None,Christian
6492,5,Parkinson Mountain,Diana,Haynes,49,Head,Single,Female,"Presenter, broadcasting",None,None
6493,5,Parkinson Mountain,Mohammed,Haynes,9,Son,NA,Male,Student,None,NA
6494,6,Parkinson Mountain,Irene,Wells,58,Head,Single,Female,Ceramics designer,None,Christian
6495,7,Parkinson Mountain,Lorraine,Ryan,48,Head,Single,Female,Unemployed,None,Christian
6496,8,Parkinson Mountain,Maurice,Harris,61,Head,Divorced,Male,Hotel manager,None,Catholic
6497,9,Parkinson Mountain,Mohamed,Glover,37,Head,Married,Male,Podiatrist,None,Catholic
6498,9,Parkinson Mountain,Nicola,Glover,36,Wife,Married,Female,"Administrator, education",None,Catholic
6499,10,Parkinson Mountain,Matthew,Lawrence,28,Head,Single,Male,Unemployed,None,Catholic
6500,10,Parkinson Mountain,Luke,Lawrence,4,Son,NA,Male,Child,None,NA
6501,11,Parkinson Mountain,Janice,Harrison,61,Head,Married,Female,Quality manager,None,None
6502,11,Parkinson Mountain,Roger,Harrison,67,Husband,Married,Male,Theatre stage manager,None,None
